engine_number,chasis_number,registration_number,nickname,is_encrypted,vehicle_id
,V_16318197_651821881539295,V_16318197_651821881539295,V_16318197_651821881539295,0,65204
,V_16318077_651821881539295,V_16318077_651821881539295,V_16318077_651821881539295,0,65205
,V_16318055_651821881539295,V_16318055_651821881539295,V_16318055_651821881539295,0,65206
,V_16318044_651821881539295,V_16318044_651821881539295,V_16318044_651821881539295,0,65207
,V_16318210_651821881539295,V_16318210_651821881539295,V_16318210_651821881539295,0,65208
,V_16316070_651821881539295,V_16316070_651821881539295,V_16316070_651821881539295,0,65209
,V_16317600_651821881539295,V_16317600_651821881539295,V_16317600_651821881539295,0,65210
,V_16318142_651821881539295,V_16318142_651821881539295,V_16318142_651821881539295,0,65217
,V_16317415_651821881539295,V_16317415_651821881539295,V_16317415_651821881539295,0,65218
,V_16318140_651821881539295,V_16318140_651821881539295,V_16318140_651821881539295,0,65219
,V_16317701_651821881539295,V_16317701_651821881539295,V_16317701_651821881539295,0,65220
,V_16316958_651821881539295,V_16316958_651821881539295,V_16316958_651821881539295,0,65221
,V_16317874_651821881539295,V_16317874_651821881539295,V_16317874_651821881539295,0,65222
,V_16318286_651821881539295,V_16318286_651821881539295,V_16318286_651821881539295,0,65223
,V_16318191_651821881539295,V_16318191_651821881539295,V_16318191_651821881539295,0,65224
,V_16317032_651821881539295,V_16317032_651821881539295,V_16317032_651821881539295,0,65225
,V_16318248_651821881539295,V_16318248_651821881539295,V_16318248_651821881539295,0,65226
,V_16318448_651821881539295,V_16318448_651821881539295,V_16318448_651821881539295,0,65227
,V_16317353_651821881539295,V_16317353_651821881539295,V_16317353_651821881539295,0,65228
,V_16318880_651821881539295,V_16318880_651821881539295,V_16318880_651821881539295,0,65230
,V_16318884_651821881539295,V_16318884_651821881539295,V_16318884_651821881539295,0,65231
,V_16318876_651821881539295,V_16318876_651821881539295,V_16318876_651821881539295,0,65232
,V_16318913_651821881539295,V_16318913_651821881539295,V_16318913_651821881539295,0,65233
,V_16318871_651821881539295,V_16318871_651821881539295,V_16318871_651821881539295,0,65234
,V_16318890_651821881539295,V_16318890_651821881539295,V_16318890_651821881539295,0,65235
,V_16319348_651821881539295,V_16319348_651821881539295,V_16319348_651821881539295,0,65236
,V_16319382_651821881539295,V_16319382_651821881539295,V_16319382_651821881539295,0,65237
,V_16319408_651821881539295,V_16319408_651821881539295,V_16319408_651821881539295,0,65238
,V_16319430_651821881539295,V_16319430_651821881539295,V_16319430_651821881539295,0,65239
,V_16319360_651821881539295,V_16319360_651821881539295,V_16319360_651821881539295,0,65240
,V_16319395_651821881539295,V_16319395_651821881539295,V_16319395_651821881539295,0,65241
,V_16319495_651821881539295,V_16319495_651821881539295,V_16319495_651821881539295,0,65242
,V_16319768_651821881539295,V_16319768_651821881539295,V_16319768_651821881539295,0,65243
,V_16319652_651821881539295,V_16319652_651821881539295,V_16319652_651821881539295,0,65244
,V_16319745_651821881539295,V_16319745_651821881539295,V_16319745_651821881539295,0,65245
,V_16319457_651821881539295,V_16319457_651821881539295,V_16319457_651821881539295,0,65246
,V_16319490_651821881539295,V_16319490_651821881539295,V_16319490_651821881539295,0,65247
,V_16319563_651821881539295,V_16319563_651821881539295,V_16319563_651821881539295,0,65278
,V_16319480_651821881539295,V_16319480_651821881539295,V_16319480_651821881539295,0,65279
,V_16319381_651821881539295,V_16319381_651821881539295,V_16319381_651821881539295,0,65280
,V_16319332_651821881539295,V_16319332_651821881539295,V_16319332_651821881539295,0,65281
,V_16319510_651821881539295,V_16319510_651821881539295,V_16319510_651821881539295,0,65282
,V_16319526_651821881539295,V_16319526_651821881539295,V_16319526_651821881539295,0,65283
,V_16319513_651821881539295,V_16319513_651821881539295,V_16319513_651821881539295,0,65290
,V_16319353_651821881539295,V_16319353_651821881539295,V_16319353_651821881539295,0,65291
,V_16319431_651821881539295,V_16319431_651821881539295,V_16319431_651821881539295,0,65292
,V_16319448_651821881539295,V_16319448_651821881539295,V_16319448_651821881539295,0,65293
,V_16319478_651821881539295,V_16319478_651821881539295,V_16319478_651821881539295,0,65294
,V_16319370_651821881539295,V_16319370_651821881539295,V_16319370_651821881539295,0,65295
,V_16319560_651821881539295,V_16319560_651821881539295,V_16319560_651821881539295,0,65302
,V_16319491_651821881539295,V_16319491_651821881539295,V_16319491_651821881539295,0,65303
,V_16319425_651821881539295,V_16319425_651821881539295,V_16319425_651821881539295,0,65304
,V_16319493_651821881539295,V_16319493_651821881539295,V_16319493_651821881539295,0,65305
,V_16319725_651821881539295,V_16319725_651821881539295,V_16319725_651821881539295,0,65306
,V_16319406_651821881539295,V_16319406_651821881539295,V_16319406_651821881539295,0,65307
,V_16319487_651821881539295,V_16319487_651821881539295,V_16319487_651821881539295,0,65308
,V_16319444_651821881539295,V_16319444_651821881539295,V_16319444_651821881539295,0,65309
,V_16319460_651821881539295,V_16319460_651821881539295,V_16319460_651821881539295,0,65310
,V_16319414_651821881539295,V_16319414_651821881539295,V_16319414_651821881539295,0,65311
,V_16319374_651821881539295,V_16319374_651821881539295,V_16319374_651821881539295,0,65312
,V_16319263_651821881539295,V_16319263_651821881539295,V_16319263_651821881539295,0,65313
,V_16319505_651821881539295,V_16319505_651821881539295,V_16319505_651821881539295,0,65314
,V_16319552_651821881539295,V_16319552_651821881539295,V_16319552_651821881539295,0,65315
,V_16319387_651821881539295,V_16319387_651821881539295,V_16319387_651821881539295,0,65316
,V_16319477_651821881539295,V_16319477_651821881539295,V_16319477_651821881539295,0,65317
,V_16319631_651821881539295,V_16319631_651821881539295,V_16319631_651821881539295,0,65318
,V_16319484_651821881539295,V_16319484_651821881539295,V_16319484_651821881539295,0,65319
,V_16319438_651821881539295,V_16319438_651821881539295,V_16319438_651821881539295,0,65320
,V_16319643_651821881539295,V_16319643_651821881539295,V_16319643_651821881539295,0,65321
,V_16319442_651821881539295,V_16319442_651821881539295,V_16319442_651821881539295,0,65322
,V_16319257_651821881539295,V_16319257_651821881539295,V_16319257_651821881539295,0,65323
,V_16319461_651821881539295,V_16319461_651821881539295,V_16319461_651821881539295,0,65324
,V_16319450_651821881539295,V_16319450_651821881539295,V_16319450_651821881539295,0,65325
,V_16319506_651821881539295,V_16319506_651821881539295,V_16319506_651821881539295,0,65326
,V_16319693_651821881539295,V_16319693_651821881539295,V_16319693_651821881539295,0,65328
,V_16319373_651821881539295,V_16319373_651821881539295,V_16319373_651821881539295,0,65329
,V_16319397_651821881539295,V_16319397_651821881539295,V_16319397_651821881539295,0,65330
,V_16319536_651821881539295,V_16319536_651821881539295,V_16319536_651821881539295,0,65331
,V_16317111_651821881539295,V_16317111_651821881539295,V_16317111_651821881539295,0,64712
,V_16316915_651821881539295,V_16316915_651821881539295,V_16316915_651821881539295,0,64713
,V_16317137_651821881539295,V_16317137_651821881539295,V_16317137_651821881539295,0,64714
,V_16317121_651821881539295,V_16317121_651821881539295,V_16317121_651821881539295,0,64715
,V_16317133_651821881539295,V_16317133_651821881539295,V_16317133_651821881539295,0,64716
,V_16316727_651821881539295,V_16316727_651821881539295,V_16316727_651821881539295,0,64717
,V_16317087_651821881539295,V_16317087_651821881539295,V_16317087_651821881539295,0,64734
,V_16316227_651821881539295,V_16316227_651821881539295,V_16316227_651821881539295,0,64748
,V_16316691_651821881539295,V_16316691_651821881539295,V_16316691_651821881539295,0,64760
,V_16316858_651821881539295,V_16316858_651821881539295,V_16316858_651821881539295,0,64761
,V_16316794_651821881539295,V_16316794_651821881539295,V_16316794_651821881539295,0,64762
,V_16316570_651821881539295,V_16316570_651821881539295,V_16316570_651821881539295,0,64763
,V_16316721_651821881539295,V_16316721_651821881539295,V_16316721_651821881539295,0,64764
,V_16316714_651821881539295,V_16316714_651821881539295,V_16316714_651821881539295,0,64765
,V_16316690_651821881539295,V_16316690_651821881539295,V_16316690_651821881539295,0,64766
,V_16316710_651821881539295,V_16316710_651821881539295,V_16316710_651821881539295,0,64767
,V_16316754_651821881539295,V_16316754_651821881539295,V_16316754_651821881539295,0,64768
,V_16316722_651821881539295,V_16316722_651821881539295,V_16316722_651821881539295,0,64769
,V_16316813_651821881539295,V_16316813_651821881539295,V_16316813_651821881539295,0,64770
,V_16316784_651821881539295,V_16316784_651821881539295,V_16316784_651821881539295,0,64771
,V_16316815_651821881539295,V_16316815_651821881539295,V_16316815_651821881539295,0,64772
,V_16316787_651821881539295,V_16316787_651821881539295,V_16316787_651821881539295,0,64773
,V_16316814_651821881539295,V_16316814_651821881539295,V_16316814_651821881539295,0,64775
,V_16316178_651821881539295,V_16316178_651821881539295,V_16316178_651821881539295,0,64788
,V_16316711_651821881539295,V_16316711_651821881539295,V_16316711_651821881539295,0,64789
,V_16316698_651821881539295,V_16316698_651821881539295,V_16316698_651821881539295,0,64790
,V_16316583_651821881539295,V_16316583_651821881539295,V_16316583_651821881539295,0,64791
,V_16316685_651821881539295,V_16316685_651821881539295,V_16316685_651821881539295,0,64792
,V_16316688_651821881539295,V_16316688_651821881539295,V_16316688_651821881539295,0,64793
,V_16316762_651821881539295,V_16316762_651821881539295,V_16316762_651821881539295,0,64794
,V_16316781_651821881539295,V_16316781_651821881539295,V_16316781_651821881539295,0,64795
,V_16316802_651821881539295,V_16316802_651821881539295,V_16316802_651821881539295,0,64796
,V_16316750_651821881539295,V_16316750_651821881539295,V_16316750_651821881539295,0,64797
,V_16316522_651821881539295,V_16316522_651821881539295,V_16316522_651821881539295,0,64798
,V_16316755_651821881539295,V_16316755_651821881539295,V_16316755_651821881539295,0,64799
,V_16316683_651821881539295,V_16316683_651821881539295,V_16316683_651821881539295,0,64800
,V_16316780_651821881539295,V_16316780_651821881539295,V_16316780_651821881539295,0,64801
,V_16316757_651821881539295,V_16316757_651821881539295,V_16316757_651821881539295,0,64802
,V_16316753_651821881539295,V_16316753_651821881539295,V_16316753_651821881539295,0,64803
,V_16316862_651821881539295,V_16316862_651821881539295,V_16316862_651821881539295,0,64804
,V_16316324_651821881539295,V_16316324_651821881539295,V_16316324_651821881539295,0,64805
,V_16318171_651821881539295,V_16318171_651821881539295,V_16318171_651821881539295,0,64806
,V_16318168_651821881539295,V_16318168_651821881539295,V_16318168_651821881539295,0,64807
,V_16318016_651821881539295,V_16318016_651821881539295,V_16318016_651821881539295,0,64808
,V_16318027_651821881539295,V_16318027_651821881539295,V_16318027_651821881539295,0,64809
,V_16317495_651821881539295,V_16317495_651821881539295,V_16317495_651821881539295,0,64810
,V_16318072_651821881539295,V_16318072_651821881539295,V_16318072_651821881539295,0,64812
,V_16318053_651821881539295,V_16318053_651821881539295,V_16318053_651821881539295,0,64813
,V_16318063_651821881539295,V_16318063_651821881539295,V_16318063_651821881539295,0,64814
,V_16317810_651821881539295,V_16317810_651821881539295,V_16317810_651821881539295,0,64815
,V_16317902_651821881539295,V_16317902_651821881539295,V_16317902_651821881539295,0,64816
,V_16318066_651821881539295,V_16318066_651821881539295,V_16318066_651821881539295,0,64817
,V_16317914_651821881539295,V_16317914_651821881539295,V_16317914_651821881539295,0,64818
,V_16318010_651821881539295,V_16318010_651821881539295,V_16318010_651821881539295,0,64819
,V_16318150_651821881539295,V_16318150_651821881539295,V_16318150_651821881539295,0,64820
,V_16317787_651821881539295,V_16317787_651821881539295,V_16317787_651821881539295,0,64821
,V_16318026_651821881539295,V_16318026_651821881539295,V_16318026_651821881539295,0,64822
,V_16318023_651821881539295,V_16318023_651821881539295,V_16318023_651821881539295,0,64823
,V_16318174_651821881539295,V_16318174_651821881539295,V_16318174_651821881539295,0,64836
,V_16317904_651821881539295,V_16317904_651821881539295,V_16317904_651821881539295,0,64837
,V_16317788_651821881539295,V_16317788_651821881539295,V_16317788_651821881539295,0,64838
,V_16318037_651821881539295,V_16318037_651821881539295,V_16318037_651821881539295,0,64839
,V_16317913_651821881539295,V_16317913_651821881539295,V_16317913_651821881539295,0,64840
,V_16318025_651821881539295,V_16318025_651821881539295,V_16318025_651821881539295,0,64841
,V_16318006_651821881539295,V_16318006_651821881539295,V_16318006_651821881539295,0,64842
,V_16317737_651821881539295,V_16317737_651821881539295,V_16317737_651821881539295,0,64843
,V_16318162_651821881539295,V_16318162_651821881539295,V_16318162_651821881539295,0,64844
,V_16318152_651821881539295,V_16318152_651821881539295,V_16318152_651821881539295,0,64845
,V_16318131_651821881539295,V_16318131_651821881539295,V_16318131_651821881539295,0,64846
,V_16318172_651821881539295,V_16318172_651821881539295,V_16318172_651821881539295,0,64847
,V_16318032_651821881539295,V_16318032_651821881539295,V_16318032_651821881539295,0,64860
,V_16317596_651821881539295,V_16317596_651821881539295,V_16317596_651821881539295,0,64861
,V_16318045_651821881539295,V_16318045_651821881539295,V_16318045_651821881539295,0,64862
,V_16318153_651821881539295,V_16318153_651821881539295,V_16318153_651821881539295,0,64863
,V_16318020_651821881539295,V_16318020_651821881539295,V_16318020_651821881539295,0,64864
,V_16318157_651821881539295,V_16318157_651821881539295,V_16318157_651821881539295,0,64865
,V_16318060_651821881539295,V_16318060_651821881539295,V_16318060_651821881539295,0,64872
,V_16318122_651821881539295,V_16318122_651821881539295,V_16318122_651821881539295,0,64873
,V_16318013_651821881539295,V_16318013_651821881539295,V_16318013_651821881539295,0,64874
,V_16318124_651821881539295,V_16318124_651821881539295,V_16318124_651821881539295,0,64876
,V_16318017_651821881539295,V_16318017_651821881539295,V_16318017_651821881539295,0,64878
,V_16318128_651821881539295,V_16318128_651821881539295,V_16318128_651821881539295,0,64879
,V_16317923_651821881539295,V_16317923_651821881539295,V_16317923_651821881539295,0,64880
,V_16318038_651821881539295,V_16318038_651821881539295,V_16318038_651821881539295,0,64881
,V_16318127_651821881539295,V_16318127_651821881539295,V_16318127_651821881539295,0,64882
,V_16317915_651821881539295,V_16317915_651821881539295,V_16317915_651821881539295,0,64883
,V_16318021_651821881539295,V_16318021_651821881539295,V_16318021_651821881539295,0,64890
,V_16318042_651821881539295,V_16318042_651821881539295,V_16318042_651821881539295,0,64892
,V_16317483_651821881539295,V_16317483_651821881539295,V_16317483_651821881539295,0,64893
,V_16318046_651821881539295,V_16318046_651821881539295,V_16318046_651821881539295,0,64894
,V_16318111_651821881539295,V_16318111_651821881539295,V_16318111_651821881539295,0,64896
,V_16318112_651821881539295,V_16318112_651821881539295,V_16318112_651821881539295,0,64897
,V_16318064_651821881539295,V_16318064_651821881539295,V_16318064_651821881539295,0,64898
,V_16318177_651821881539295,V_16318177_651821881539295,V_16318177_651821881539295,0,64899
,V_16318031_651821881539295,V_16318031_651821881539295,V_16318031_651821881539295,0,64900
,V_16318173_651821881539295,V_16318173_651821881539295,V_16318173_651821881539295,0,64901
,V_16316934_651821881539295,V_16316934_651821881539295,V_16316934_651821881539295,0,64918
,V_16316930_651821881539295,V_16316930_651821881539295,V_16316930_651821881539295,0,64919
,V_16317650_651821881539295,V_16317650_651821881539295,V_16317650_651821881539295,0,64920
,V_16316990_651821881539295,V_16316990_651821881539295,V_16316990_651821881539295,0,64921
,V_16317212_651821881539295,V_16317212_651821881539295,V_16317212_651821881539295,0,64922
,V_16316943_651821881539295,V_16316943_651821881539295,V_16316943_651821881539295,0,64923
,V_16316631_651821881539295,V_16316631_651821881539295,V_16316631_651821881539295,0,64924
,V_16317801_651821881539295,V_16317801_651821881539295,V_16317801_651821881539295,0,64925
,V_16317508_651821881539295,V_16317508_651821881539295,V_16317508_651821881539295,0,64926
,V_16317777_651821881539295,V_16317777_651821881539295,V_16317777_651821881539295,0,64927
,V_16316336_651821881539295,V_16316336_651821881539295,V_16316336_651821881539295,0,64928
,V_16317760_651821881539295,V_16317760_651821881539295,V_16317760_651821881539295,0,64929
,V_16317782_651821881539295,V_16317782_651821881539295,V_16317782_651821881539295,0,64930
,V_16317460_651821881539295,V_16317460_651821881539295,V_16317460_651821881539295,0,64931
,V_16316530_651821881539295,V_16316530_651821881539295,V_16316530_651821881539295,0,64932
,V_16316611_651821881539295,V_16316611_651821881539295,V_16316611_651821881539295,0,64933
,V_16317107_651821881539295,V_16317107_651821881539295,V_16317107_651821881539295,0,64934
,V_16316216_651821881539295,V_16316216_651821881539295,V_16316216_651821881539295,0,64935
,V_16317802_651821881539295,V_16317802_651821881539295,V_16317802_651821881539295,0,64936
,V_16317780_651821881539295,V_16317780_651821881539295,V_16317780_651821881539295,0,64937
,V_16316630_651821881539295,V_16316630_651821881539295,V_16316630_651821881539295,0,64938
,V_16317695_651821881539295,V_16317695_651821881539295,V_16317695_651821881539295,0,64939
,V_16317758_651821881539295,V_16317758_651821881539295,V_16317758_651821881539295,0,64940
,V_16317761_651821881539295,V_16317761_651821881539295,V_16317761_651821881539295,0,64941
,V_16317528_651821881539295,V_16317528_651821881539295,V_16317528_651821881539295,0,64966
,V_16317773_651821881539295,V_16317773_651821881539295,V_16317773_651821881539295,0,64967
,V_16317756_651821881539295,V_16317756_651821881539295,V_16317756_651821881539295,0,64968
,V_16316213_651821881539295,V_16316213_651821881539295,V_16316213_651821881539295,0,64969
,V_16317587_651821881539295,V_16317587_651821881539295,V_16317587_651821881539295,0,64970
,V_16316716_651821881539295,V_16316716_651821881539295,V_16316716_651821881539295,0,64971
,V_16317748_651821881539295,V_16317748_651821881539295,V_16317748_651821881539295,0,64978
,V_16317800_651821881539295,V_16317800_651821881539295,V_16317800_651821881539295,0,64979
,V_16316200_651821881539295,V_16316200_651821881539295,V_16316200_651821881539295,0,64983
,V_16317884_651821881539295,V_16317884_651821881539295,V_16317884_651821881539295,0,64984
,V_16317436_651821881539295,V_16317436_651821881539295,V_16317436_651821881539295,0,64985
,V_16317612_651821881539295,V_16317612_651821881539295,V_16317612_651821881539295,0,64986
,V_16317926_651821881539295,V_16317926_651821881539295,V_16317926_651821881539295,0,64987
,V_16316712_651821881539295,V_16316712_651821881539295,V_16316712_651821881539295,0,64988
,V_16317617_651821881539295,V_16317617_651821881539295,V_16317617_651821881539295,0,64989
,V_16317754_651821881539295,V_16317754_651821881539295,V_16317754_651821881539295,0,64990
,V_16317201_651821881539295,V_16317201_651821881539295,V_16317201_651821881539295,0,64991
,V_16317778_651821881539295,V_16317778_651821881539295,V_16317778_651821881539295,0,64992
,V_16316648_651821881539295,V_16316648_651821881539295,V_16316648_651821881539295,0,64993
,V_16316468_651821881539295,V_16316468_651821881539295,V_16316468_651821881539295,0,64994
,V_16317776_651821881539295,V_16317776_651821881539295,V_16317776_651821881539295,0,64995
,V_16317811_651821881539295,V_16317811_651821881539295,V_16317811_651821881539295,0,64996
,V_16317813_651821881539295,V_16317813_651821881539295,V_16317813_651821881539295,0,64997
,V_16317806_651821881539295,V_16317806_651821881539295,V_16317806_651821881539295,0,64998
,V_16317812_651821881539295,V_16317812_651821881539295,V_16317812_651821881539295,0,64999
,V_16316960_651821881539295,V_16316960_651821881539295,V_16316960_651821881539295,0,65000
,V_16316707_651821881539295,V_16316707_651821881539295,V_16316707_651821881539295,0,65001
,V_16316991_651821881539295,V_16316991_651821881539295,V_16316991_651821881539295,0,65002
,V_16316938_651821881539295,V_16316938_651821881539295,V_16316938_651821881539295,0,65003
,V_16317808_651821881539295,V_16317808_651821881539295,V_16317808_651821881539295,0,65004
,V_16316914_651821881539295,V_16316914_651821881539295,V_16316914_651821881539295,0,65005
,V_16319955_GPS_INSIGHT,V_16319955_GPS_INSIGHT,V_16319955_GPS_INSIGHT,0,65049
,V_16316237_GPS_INSIGHT,V_16316237_GPS_INSIGHT,V_16316237_GPS_INSIGHT,0,65050
,V_16319593_GPS_INSIGHT,V_16319593_GPS_INSIGHT,V_16319593_GPS_INSIGHT,0,65051
,V_16319936_GPS_INSIGHT,V_16319936_GPS_INSIGHT,V_16319936_GPS_INSIGHT,0,65052
,V_16319933_GPS_INSIGHT,V_16319933_GPS_INSIGHT,V_16319933_GPS_INSIGHT,0,65053
,V_16319868_GPS_INSIGHT,V_16319868_GPS_INSIGHT,V_16319868_GPS_INSIGHT,0,65054
,V_16316125_GPS_INSIGHT,V_16316125_GPS_INSIGHT,V_16316125_GPS_INSIGHT,0,65055
,V_16319907_GPS_INSIGHT,V_16319907_GPS_INSIGHT,V_16319907_GPS_INSIGHT,0,65056
,V_16319873_GPS_INSIGHT,V_16319873_GPS_INSIGHT,V_16319873_GPS_INSIGHT,0,65057
,V_16319932_GPS_INSIGHT,V_16319932_GPS_INSIGHT,V_16319932_GPS_INSIGHT,0,65058
,V_16319900_GPS_INSIGHT,V_16319900_GPS_INSIGHT,V_16319900_GPS_INSIGHT,0,65059
,V_16320061_GPS_INSIGHT,V_16320061_GPS_INSIGHT,V_16320061_GPS_INSIGHT,0,65060
,V_16319880_GPS_INSIGHT,V_16319880_GPS_INSIGHT,V_16319880_GPS_INSIGHT,0,65061
,V_16316542_GPS_INSIGHT,V_16316542_GPS_INSIGHT,V_16316542_GPS_INSIGHT,0,65062
,V_16319610_GPS_INSIGHT,V_16319610_GPS_INSIGHT,V_16319610_GPS_INSIGHT,0,65063
,V_16320044_GPS_INSIGHT,V_16320044_GPS_INSIGHT,V_16320044_GPS_INSIGHT,0,65064
,V_16320037_GPS_INSIGHT,V_16320037_GPS_INSIGHT,V_16320037_GPS_INSIGHT,0,65065
,V_16318511_GPS_INSIGHT,V_16318511_GPS_INSIGHT,V_16318511_GPS_INSIGHT,0,65066
,V_16319486_GPS_INSIGHT,V_16319486_GPS_INSIGHT,V_16319486_GPS_INSIGHT,0,65067
,V_16319951_GPS_INSIGHT,V_16319951_GPS_INSIGHT,V_16319951_GPS_INSIGHT,0,65068
,V_16320017_GPS_INSIGHT,V_16320017_GPS_INSIGHT,V_16320017_GPS_INSIGHT,0,65069
,V_16319850_GPS_INSIGHT,V_16319850_GPS_INSIGHT,V_16319850_GPS_INSIGHT,0,65070
,V_16319965_GPS_INSIGHT,V_16319965_GPS_INSIGHT,V_16319965_GPS_INSIGHT,0,65071
,V_16319595_GPS_INSIGHT,V_16319595_GPS_INSIGHT,V_16319595_GPS_INSIGHT,0,65072
,V_16319697_GPS_INSIGHT,V_16319697_GPS_INSIGHT,V_16319697_GPS_INSIGHT,0,65073
,V_16320027_GPS_INSIGHT,V_16320027_GPS_INSIGHT,V_16320027_GPS_INSIGHT,0,65074
,V_16319611_GPS_INSIGHT,V_16319611_GPS_INSIGHT,V_16319611_GPS_INSIGHT,0,65075
,V_16319997_GPS_INSIGHT,V_16319997_GPS_INSIGHT,V_16319997_GPS_INSIGHT,0,65076
,V_16319666_GPS_INSIGHT,V_16319666_GPS_INSIGHT,V_16319666_GPS_INSIGHT,0,65077
,V_16320062_GPS_INSIGHT,V_16320062_GPS_INSIGHT,V_16320062_GPS_INSIGHT,0,65078
,V_16319902_GPS_INSIGHT,V_16319902_GPS_INSIGHT,V_16319902_GPS_INSIGHT,0,65079
,V_16319662_GPS_INSIGHT,V_16319662_GPS_INSIGHT,V_16319662_GPS_INSIGHT,0,65080
,V_16319917_GPS_INSIGHT,V_16319917_GPS_INSIGHT,V_16319917_GPS_INSIGHT,0,65081
,V_16319848_GPS_INSIGHT,V_16319848_GPS_INSIGHT,V_16319848_GPS_INSIGHT,0,65082
,V_16318705_GPS_INSIGHT,V_16318705_GPS_INSIGHT,V_16318705_GPS_INSIGHT,0,65083
,V_16319914_GPS_INSIGHT,V_16319914_GPS_INSIGHT,V_16319914_GPS_INSIGHT,0,65084
,V_16319867_GPS_INSIGHT,V_16319867_GPS_INSIGHT,V_16319867_GPS_INSIGHT,0,65085
,V_16320011_GPS_INSIGHT,V_16320011_GPS_INSIGHT,V_16320011_GPS_INSIGHT,0,65086
,V_16317235_GPS_INSIGHT,V_16317235_GPS_INSIGHT,V_16317235_GPS_INSIGHT,0,65087
,V_16319978_GPS_INSIGHT,V_16319978_GPS_INSIGHT,V_16319978_GPS_INSIGHT,0,65088
,V_16320028_GPS_INSIGHT,V_16320028_GPS_INSIGHT,V_16320028_GPS_INSIGHT,0,65089
,V_16320051_GPS_INSIGHT,V_16320051_GPS_INSIGHT,V_16320051_GPS_INSIGHT,0,65090
,V_16320060_GPS_INSIGHT,V_16320060_GPS_INSIGHT,V_16320060_GPS_INSIGHT,0,65091
,V_16320007_GPS_INSIGHT,V_16320007_GPS_INSIGHT,V_16320007_GPS_INSIGHT,0,65092
,V_16319927_GPS_INSIGHT,V_16319927_GPS_INSIGHT,V_16319927_GPS_INSIGHT,0,65093
,V_16319875_GPS_INSIGHT,V_16319875_GPS_INSIGHT,V_16319875_GPS_INSIGHT,0,65094
,V_16320006_GPS_INSIGHT,V_16320006_GPS_INSIGHT,V_16320006_GPS_INSIGHT,0,65095
,V_16320041_GPS_INSIGHT,V_16320041_GPS_INSIGHT,V_16320041_GPS_INSIGHT,0,65096
,V_16319821_GPS_INSIGHT,V_16319821_GPS_INSIGHT,V_16319821_GPS_INSIGHT,0,65097
,V_16320038_GPS_INSIGHT,V_16320038_GPS_INSIGHT,V_16320038_GPS_INSIGHT,0,65098
,V_16320035_GPS_INSIGHT,V_16320035_GPS_INSIGHT,V_16320035_GPS_INSIGHT,0,65099
,V_16319452_GPS_INSIGHT,V_16319452_GPS_INSIGHT,V_16319452_GPS_INSIGHT,0,65100
,V_16319877_GPS_INSIGHT,V_16319877_GPS_INSIGHT,V_16319877_GPS_INSIGHT,0,65101
,V_16318711_GPS_INSIGHT,V_16318711_GPS_INSIGHT,V_16318711_GPS_INSIGHT,0,65102
,V_16319747_GPS_INSIGHT,V_16319747_GPS_INSIGHT,V_16319747_GPS_INSIGHT,0,65103
,V_16319855_GPS_INSIGHT,V_16319855_GPS_INSIGHT,V_16319855_GPS_INSIGHT,0,65844
,V_16319634_GPS_INSIGHT,V_16319634_GPS_INSIGHT,V_16319634_GPS_INSIGHT,0,65845
,V_16319413_GPS_INSIGHT,V_16319413_GPS_INSIGHT,V_16319413_GPS_INSIGHT,0,65846
,V_16319822_GPS_INSIGHT,V_16319822_GPS_INSIGHT,V_16319822_GPS_INSIGHT,0,65847
,V_16319992_GPS_INSIGHT,V_16319992_GPS_INSIGHT,V_16319992_GPS_INSIGHT,0,65848
,V_16319780_GPS_INSIGHT,V_16319780_GPS_INSIGHT,V_16319780_GPS_INSIGHT,0,65849
,V_16320002_GPS_INSIGHT,V_16320002_GPS_INSIGHT,V_16320002_GPS_INSIGHT,0,65850
,V_16320001_GPS_INSIGHT,V_16320001_GPS_INSIGHT,V_16320001_GPS_INSIGHT,0,65851
,V_16320018_GPS_INSIGHT,V_16320018_GPS_INSIGHT,V_16320018_GPS_INSIGHT,0,65852
,V_16320057_GPS_INSIGHT,V_16320057_GPS_INSIGHT,V_16320057_GPS_INSIGHT,0,65853
,V_16319602_GPS_INSIGHT,V_16319602_GPS_INSIGHT,V_16319602_GPS_INSIGHT,0,65854
,V_16320031_GPS_INSIGHT,V_16320031_GPS_INSIGHT,V_16320031_GPS_INSIGHT,0,65855
,V_16319966_GPS_INSIGHT,V_16319966_GPS_INSIGHT,V_16319966_GPS_INSIGHT,0,65856
,V_16319021_GPS_INSIGHT,V_16319021_GPS_INSIGHT,V_16319021_GPS_INSIGHT,0,65857
,V_16319847_GPS_INSIGHT,V_16319847_GPS_INSIGHT,V_16319847_GPS_INSIGHT,0,65858
,V_16319946_GPS_INSIGHT,V_16319946_GPS_INSIGHT,V_16319946_GPS_INSIGHT,0,65859
,V_16319952_GPS_INSIGHT,V_16319952_GPS_INSIGHT,V_16319952_GPS_INSIGHT,0,65860
,V_16319668_GPS_INSIGHT,V_16319668_GPS_INSIGHT,V_16319668_GPS_INSIGHT,0,65861
,V_16319653_GPS_INSIGHT,V_16319653_GPS_INSIGHT,V_16319653_GPS_INSIGHT,0,65862
,V_16319665_GPS_INSIGHT,V_16319665_GPS_INSIGHT,V_16319665_GPS_INSIGHT,0,65863
,V_16320005_GPS_INSIGHT,V_16320005_GPS_INSIGHT,V_16320005_GPS_INSIGHT,0,65864
